strategy,baseline_family,split,date,episode_id,start_row,start_timestamp,end_timestamp,direction,kappa_T,task_size,n_steps,depth,initial_mid,final_mid,market_move_signed,scheduled_total,executed_quantity,unfinished,completion_rate,episode_vwap,slippage_notional,slippage_per_share_task,slippage_ticks_per_share,avg_sq_remaining,max_remaining,completion_step,half_completion_step,n_fill_steps,aggressive_ratio,carry_unfilled,local_episode_id,episode_key,data_format,lobster_levels,tick_size,lot_size
twap,classical_control,test,2026-04-08,2026-04-08_0030,192000,34718.297028999,34737.366853899,buy,0.0,600,64,10,221.75,222.025,0.2750000000000057,600,600,0,1.0,221.86259999999996,67.55999999999995,0.11259999999999991,11.259999999999991,109703.125,590,60,30,60,1.0,True,30,2026-04-08_0030,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0031,198400,34737.623996288,34754.143111913,buy,0.0,600,64,10,221.995,222.185,0.18999999999999773,600,600,0,1.0,222.15248333333332,94.49000000001251,0.15748333333335418,15.748333333335419,109703.125,590,60,30,60,1.0,True,31,2026-04-08_0031,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0032,204800,34754.8288464,34778.069921968,buy,0.0,600,64,10,222.175,221.88,-0.2950000000000159,600,600,0,1.0,222.04521666666668,-77.87000000000035,-0.12978333333333392,-12.97833333333339,109703.125,590,60,30,60,1.0,True,32,2026-04-08_0032,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0033,211200,34778.461131218,34802.102276052,buy,0.0,600,64,10,221.83499999999998,221.78,-0.0549999999999784,600,600,0,1.0,221.82363333333328,-6.8199999999933425,-0.01136666666665557,-1.1366666666655572,109703.125,590,60,30,60,1.0,True,33,2026-04-08_0033,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0034,217600,34802.292582045,34821.759007861,buy,0.0,600,64,10,221.755,221.765,0.009999999999990905,600,600,0,1.0,221.7189333333334,-21.640000000013515,-0.036066666666689194,-3.6066666666689193,109703.125,590,60,30,60,1.0,True,34,2026-04-08_0034,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0035,224000,34822.006751351,34843.968056523,buy,0.0,600,64,10,221.77499999999998,221.89,0.1150000000000091,600,600,0,1.0,221.83333333333337,35.00000000000318,0.058333333333338636,5.833333333333864,109703.125,590,60,30,60,1.0,True,35,2026-04-08_0035,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0036,230400,34844.673205413,34863.283394987,buy,0.0,600,64,10,221.92000000000002,221.905,-0.01500000000001478,600,600,0,1.0,221.9896666666667,41.79999999998381,0.06966666666663969,6.9666666666639685,109703.125,590,60,30,60,1.0,True,36,2026-04-08_0036,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0037,236800,34864.016971612,34881.444637605,buy,0.0,600,64,10,221.89,221.57,-0.3199999999999932,600,600,0,1.0,221.65804999999992,-139.16999999997734,-0.23194999999996221,-23.194999999996224,109703.125,590,60,30,60,1.0,True,37,2026-04-08_0037,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0038,243200,34883.111937077,34900.666164116,sell,0.0,600,64,10,221.555,221.5,0.05500000000000682,600,600,0,1.0,221.63933333333335,-50.599999999989905,-0.08433333333331651,-8.433333333331651,109703.125,590,60,30,60,1.0,True,38,2026-04-08_0038,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0039,249600,34900.672200128,34920.482644367,buy,0.0,600,64,10,221.47500000000002,221.38,-0.09500000000002728,600,600,0,1.0,221.35629999999995,-71.2199999999998,-0.11869999999999967,-11.869999999999967,109703.125,590,60,30,60,1.0,True,39,2026-04-08_0039,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0040,256000,34920.511053396,34932.860651889,sell,0.0,600,64,10,221.345,221.5,-0.15500000000000114,600,600,0,1.0,221.47666666666666,-79.00000000001091,-0.13166666666668486,-13.166666666668485,109703.125,590,60,30,60,1.0,True,40,2026-04-08_0040,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0041,262400,34932.940351368,34949.997842726,sell,0.0,600,64,10,221.45999999999998,221.275,0.18499999999997385,600,600,0,1.0,221.33863333333326,72.81999999999653,0.12136666666666088,12.136666666666088,109703.125,590,60,30,60,1.0,True,41,2026-04-08_0041,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0042,268800,34950.505999653,34969.232105969,buy,0.0,600,64,10,221.28,221.04500000000002,-0.23499999999998522,600,600,0,1.0,221.14888333333332,-78.67000000001235,-0.13111666666668725,-13.111666666668725,109703.125,590,60,30,60,1.0,True,42,2026-04-08_0042,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0043,275200,34969.473816232,34986.004987784,sell,0.0,600,64,10,221.075,220.97,0.10499999999998977,600,600,0,1.0,221.0178666666666,34.280000000000655,0.057133333333334424,5.713333333333442,109703.125,590,60,30,60,1.0,True,43,2026-04-08_0043,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0044,281600,34986.317223332,35004.507485754,buy,0.0,600,64,10,220.95499999999998,221.07,0.1150000000000091,600,600,0,1.0,221.00806666666665,31.840000000014697,0.05306666666669116,5.306666666669116,109703.125,590,60,30,60,1.0,True,44,2026-04-08_0044,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0045,288000,35004.559838562,35025.428038007,buy,0.0,600,64,10,221.055,221.015,-0.040000000000020464,600,600,0,1.0,221.02024999999995,-20.850000000010823,-0.03475000000001804,-3.475000000001804,109703.125,590,60,30,60,1.0,True,45,2026-04-08_0045,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0046,294400,35025.510939924,35049.497858272,sell,0.0,600,64,10,221.06,221.01,0.05000000000001137,600,600,0,1.0,220.97488333333337,51.06999999999471,0.08511666666665785,8.511666666665784,109703.125,590,60,30,60,1.0,True,46,2026-04-08_0046,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0047,300800,35049.686441733,35064.395898887,sell,0.0,600,64,10,221.01999999999998,220.825,0.19499999999999318,600,600,0,1.0,221.04603333333333,-15.620000000010805,-0.026033333333351342,-2.6033333333351343,109703.125,590,60,30,60,1.0,True,47,2026-04-08_0047,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0048,307200,35065.060471199,35086.173145667,sell,0.0,600,64,10,220.82999999999998,220.77499999999998,0.05500000000000682,600,600,0,1.0,220.73901666666663,54.58999999998241,0.09098333333330402,9.098333333330402,109703.125,590,60,30,60,1.0,True,48,2026-04-08_0048,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0049,313600,35086.685809754,35106.485912593,sell,0.0,600,64,10,220.77499999999998,220.78500000000003,-0.010000000000047748,600,600,0,1.0,220.71006666666662,38.96000000000231,0.06493333333333719,6.493333333333719,109703.125,590,60,30,60,1.0,True,49,2026-04-08_0049,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0050,320000,35106.980276781,35124.556783063,sell,0.0,600,64,10,220.79500000000002,220.79500000000002,-0.0,600,600,0,1.0,220.75035,26.79000000001497,0.04465000000002495,4.465000000002495,109703.125,590,60,30,60,1.0,True,50,2026-04-08_0050,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0051,326400,35125.054620014,35145.86304441,buy,0.0,600,64,10,220.805,220.81,0.0049999999999954525,600,600,0,1.0,220.72648333333336,-47.110000000013315,-0.07851666666668886,-7.851666666668886,109703.125,590,60,30,60,1.0,True,51,2026-04-08_0051,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0052,332800,35146.015750853,35162.615757453,buy,0.0,600,64,10,220.78,220.82,0.03999999999999204,600,600,0,1.0,220.74698333333328,-19.810000000012224,-0.03301666666668704,-3.301666666668704,109703.125,590,60,30,60,1.0,True,52,2026-04-08_0052,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0053,339200,35162.915127296,35181.703947747,sell,0.0,600,64,10,220.85000000000002,220.95499999999998,-0.10499999999996135,600,600,0,1.0,220.92450000000008,-44.69999999999936,-0.07449999999999894,-7.449999999999894,109703.125,590,60,30,60,1.0,True,53,2026-04-08_0053,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0054,345600,35181.97855364,35200.53795644,buy,0.0,600,64,10,220.95999999999998,220.97500000000002,0.015000000000043201,600,600,0,1.0,220.98130000000003,12.780000000002929,0.02130000000000488,2.130000000000488,109703.125,590,60,30,60,1.0,True,54,2026-04-08_0054,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0055,352000,35200.957904935,35222.978597595,buy,0.0,600,64,10,220.99,221.135,0.1449999999999818,600,600,0,1.0,220.9950166666667,3.0099999999929423,0.0050166666666549035,0.5016666666654904,109703.125,590,60,30,60,1.0,True,55,2026-04-08_0055,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0056,358400,35223.150929622,35247.146557876,buy,0.0,600,64,10,221.17000000000002,220.97,-0.20000000000001705,600,600,0,1.0,221.02833333333334,-85.00000000001728,-0.14166666666669547,-14.166666666669547,109703.125,590,60,30,60,1.0,True,56,2026-04-08_0056,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0057,364800,35247.668686052,35279.398944695,buy,0.0,600,64,10,220.985,220.81,-0.17500000000001137,600,600,0,1.0,220.92116666666664,-38.3000000000261,-0.06383333333337683,-6.383333333337684,109703.125,590,60,30,60,1.0,True,57,2026-04-08_0057,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0058,371200,35280.186561414,35302.939031382,sell,0.0,600,64,10,220.815,221.07999999999998,-0.26499999999998636,600,600,0,1.0,220.87866666666667,-38.19999999999709,-0.06366666666666182,-6.366666666666181,109703.125,590,60,30,60,1.0,True,58,2026-04-08_0058,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0059,377600,35302.985000069,35316.608030373,buy,0.0,600,64,10,221.05,220.75,-0.30000000000001137,600,600,0,1.0,220.87031666666667,-107.80999999999995,-0.17968333333333325,-17.968333333333323,109703.125,590,60,30,60,1.0,True,59,2026-04-08_0059,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0060,384000,35317.425774463,35344.477615655,sell,0.0,600,64,10,220.765,221.015,-0.25,600,600,0,1.0,220.91375,-89.25000000002228,-0.14875000000003713,-14.875000000003714,109703.125,590,60,30,60,1.0,True,60,2026-04-08_0060,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0061,390400,35344.737204951,35375.6543356,sell,0.0,600,64,10,220.99,221.425,-0.4350000000000023,600,600,0,1.0,221.2081166666666,-130.8699999999958,-0.21811666666665966,-21.811666666665968,109703.125,590,60,30,60,1.0,True,61,2026-04-08_0061,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0062,396800,35376.372070033,35405.025552923,sell,0.0,600,64,10,221.40499999999997,221.07,0.33499999999997954,600,600,0,1.0,221.2771666666666,76.69999999998299,0.127833333333305,12.783333333330498,109703.125,590,60,30,60,1.0,True,62,2026-04-08_0062,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0063,403200,35405.211533866,35430.087188626,sell,0.0,600,64,10,221.04000000000002,220.815,0.22500000000002274,600,600,0,1.0,220.88401666666667,93.5900000000047,0.15598333333334116,15.598333333334116,109703.125,590,60,30,60,1.0,True,63,2026-04-08_0063,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0064,409600,35430.219358269,35460.515172735,buy,0.0,600,64,10,220.81,220.71499999999997,-0.09500000000002728,600,600,0,1.0,220.85073333333332,24.440000000006876,0.04073333333334479,4.073333333334479,109703.125,590,60,30,60,1.0,True,64,2026-04-08_0064,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0065,416000,35460.760265644,35478.927569701,sell,0.0,600,64,10,220.685,220.39999999999998,0.285000000000025,600,600,0,1.0,220.58589999999995,59.45999999999367,0.09909999999998945,9.909999999998945,109703.125,590,60,30,60,1.0,True,65,2026-04-08_0065,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0066,422400,35479.305259584,35498.100868293,sell,0.0,600,64,10,220.39,220.125,0.26499999999998636,600,600,0,1.0,220.28239999999997,64.55999999998039,0.10759999999996732,10.759999999996731,109703.125,590,60,30,60,1.0,True,66,2026-04-08_0066,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0067,428800,35498.273234265,35520.1633531,sell,0.0,600,64,10,220.14499999999998,220.235,-0.09000000000003183,600,600,0,1.0,220.15345000000002,-5.070000000010168,-0.008450000000016947,-0.8450000000016947,109703.125,590,60,30,60,1.0,True,67,2026-04-08_0067,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0068,435200,35520.216181362,35535.158576015,buy,0.0,600,64,10,220.255,220.255,0.0,600,600,0,1.0,220.23253333333335,-13.480000000010477,-0.022466666666684128,-2.2466666666684127,109703.125,590,60,30,60,1.0,True,68,2026-04-08_0068,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0069,441600,35535.814675708,35553.135783295,buy,0.0,600,64,10,220.26999999999998,220.20999999999998,-0.060000000000002274,600,600,0,1.0,220.2603833333333,-5.769999999987704,-0.009616666666646173,-0.9616666666646173,109703.125,590,60,30,60,1.0,True,69,2026-04-08_0069,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0070,448000,35553.726023383,35580.716818933,buy,0.0,600,64,10,220.2,220.16,-0.03999999999999204,600,600,0,1.0,220.27671666666666,46.03000000000202,0.07671666666667003,7.6716666666670035,109703.125,590,60,30,60,1.0,True,70,2026-04-08_0070,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0071,454400,35580.856520508,35602.330949201,sell,0.0,600,64,10,220.18,220.14,0.040000000000020464,600,600,0,1.0,220.10699999999997,43.800000000010186,0.07300000000001698,7.300000000001698,109703.125,590,60,30,60,1.0,True,71,2026-04-08_0071,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0072,460800,35602.616159991,35627.433987484,buy,0.0,600,64,10,220.10000000000002,220.07999999999998,-0.020000000000038654,600,600,0,1.0,220.12500000000006,15.000000000002274,0.02500000000000379,2.500000000000379,109703.125,590,60,30,60,1.0,True,72,2026-04-08_0072,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0073,467200,35628.117919302,35655.341127763,sell,0.0,600,64,10,220.07999999999998,220.235,-0.15500000000002956,600,600,0,1.0,220.0895666666666,-5.740000000019336,-0.009566666666698894,-0.9566666666698893,109703.125,590,60,30,60,1.0,True,73,2026-04-08_0073,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0074,473600,35655.687719479,35687.527790624,sell,0.0,600,64,10,220.255,220.23000000000002,0.024999999999977263,600,600,0,1.0,220.26051666666672,-3.3099999999903957,-0.00551666666665066,-0.5516666666650659,109703.125,590,60,30,60,1.0,True,74,2026-04-08_0074,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0075,480000,35688.060080462,35708.626329641,sell,0.0,600,64,10,220.26,220.18,0.07999999999998408,600,600,0,1.0,220.18404999999993,45.569999999998345,0.07594999999999724,7.594999999999724,109703.125,590,60,30,60,1.0,True,75,2026-04-08_0075,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0076,486400,35709.040243801,35727.89773933,buy,0.0,600,64,10,220.15499999999997,220.29000000000002,0.13500000000004775,600,600,0,1.0,220.29431666666667,83.59000000001697,0.13931666666669495,13.931666666669495,109703.125,590,60,30,60,1.0,True,76,2026-04-08_0076,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0077,492800,35727.913301663,35752.866586624,buy,0.0,600,64,10,220.23,220.04000000000002,-0.1899999999999693,600,600,0,1.0,220.17810000000003,-31.139999999983047,-0.051899999999971747,-5.189999999997174,109703.125,590,60,30,60,1.0,True,77,2026-04-08_0077,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0078,499200,35753.55640116,35780.573661222,buy,0.0,600,64,10,220.04000000000002,220.07999999999998,0.03999999999996362,600,600,0,1.0,220.1179833333334,46.78999999999451,0.07798333333332418,7.798333333332418,109703.125,590,60,30,60,1.0,True,78,2026-04-08_0078,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0079,505600,35781.218187853,35807.521755532,sell,0.0,600,64,10,220.06,220.10000000000002,-0.040000000000020464,600,600,0,1.0,220.09691666666674,-22.15000000000964,-0.03691666666668274,-3.6916666666682736,109703.125,590,60,30,60,1.0,True,79,2026-04-08_0079,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0080,512000,35808.164115256,35837.301012072,buy,0.0,600,64,10,220.085,219.76,-0.32500000000001705,600,600,0,1.0,219.90695000000008,-106.82999999999583,-0.17804999999999305,-17.804999999999307,109703.125,590,60,30,60,1.0,True,80,2026-04-08_0080,lobster,10,0.01,10
twap,classical_control,test,2026-04-08,2026-04-08_0081,518400,35837.615499245,35866.147507772,sell,0.0,600,64,10,219.76999999999998,219.76999999999998,-0.0,600,600,0,1.0,219.76586666666665,2.4799999999886495,0.0041333333333144155,0.41333333333144157,109703.125,590,60,30,60,1.0,True,81,2026-04-08_0081,lobster,10,0.01,10
